album_name_live,track_name_studio,artist_name_studio,track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness,difference_duration,difference_overall,key_variable
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",46 Days,Phish,7mEpDcfUnwVFzwamDGbGak0CNKAEiwRpFQYPMWuAmnXl,0.013,13.651,-0.0371,-0.082,-0.0015,-0.393,-0.0096,86413,0.5362,difference_energy
"LivePhish, Vol. 14 10/31/95 (Rosemont Horizon, Rosemont, IL)",Audience Chess Move,Phish,48yLxNib6ppZSYRud24GYB4Ej1zHa8dEFssSuRAJ6Txh,0.128,31.356,0.182,0.016,-0.0985,0.0654,-0.046,79107,0.5359,difference_speechiness
LivePhish 12/01/95,Wolfman's Brother,Phish,68SyEKycbWPEDLlfGHdZf12UXyEITKqM93ZUIK3kEov2,0.001,1.45,-0.0179,0.056,-0.0442,0.16,0.255,-344988,0.5341,difference_acousticness
LivePhish 05/08/93,Rift,Phish,20meXI93BMqHzaTg4Tlmuw41SaZVMZbkjZ4bUE4dTqUC,0.064,11.076,0.0271,-0.016,0.1195,-0.126,0.181,-22733,0.5336000000000001,difference_acousticness
Live in Brooklyn,Suzy Greenberg,Phish,5XOpGwiJzVMSVLiOIvmO9R2pYmARYCpyLRPCyKwda452,-0.204,1.824,-0.0279,0.056,0.0685,0.172,-0.0046,745480,0.533,difference_valence
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",Sample in a Jar,Phish,6MCUdqOifrEomDtrgZlJ8O6qpLHFdOU36wGVns0qD5XW,0.089,89.902,-0.0057,-0.159,0.0007,0.043,0.2354,16133,0.5328,difference_acousticness
LivePhish 12/01/95,Wolfman's Brother,Phish,41LsCLwJOhbPM02dGJ8AoG2UXyEITKqM93ZUIK3kEov2,0.219,2.222,-0.0052,-0.137,-0.0066,0.033,0.132,58733,0.5327999999999999,difference_energy
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",Run Like An Antelope,Phish,4izvset7LvP5RSGfK3VSuq40NO0VzJV2e8062FYsjiIg,-0.055,5.271,-0.0046,-0.005,-0.253,-0.002,-0.213,-255013,0.5326,difference_valence
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Backwards Down the Number Line,Phish,6LsK3oQhsBzp4Rc5DPW6p32pmgbre39r9BO1cjKdsy04,0.065,6.775,0.0396,-0.133,0.0,-0.224,-0.0692,99773,0.5307999999999999,difference_energy
"Phish: 1/2/2016 Madison Square Garden, New York, NY",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia2w8gYoxJeWUax1PT67z159,-0.039,-84.96,-0.0057,0.053,0.075,0.045,-0.3123,1166827,0.53,difference_instrumentalness
A Live One,Wilson,Phish,41TS2K2un0IA1wAjrFeCFV31xsMCE06e7oJkrdm3lkZh,-0.021,2.252,0.075,-0.089,0.1325,-0.1602,0.051,11899,0.5287,difference_instrumentalness
"LivePhish 7/29/03 (Post-Gazette Pavilion At Star Lake, Burgettstown, PA)",Harpua,Phish,6TTi8Vr477mIqtLIw1wyp34XR2GtafEFu2WK3PmjRhwP,0.243,-3.803,-0.0343,-0.082,0.0077,-0.051,0.11,-359800,0.5279999999999999,difference_energy
Hampton Comes Alive,Character Zero,Phish,0u7bpomleML1Vln9bRZVST7vL0WfQWUNwslK4SromPln,0.204,5.129,0.0003,-0.104,0.0001,-0.044,0.175,206040,0.5274,difference_energy
Hampton Comes Alive,Bold as Love,Phish,11PGbp7WUACuotYT668LHF6EWrp6XnhjnKqYA7OSCIt4,0.092,2.985,-0.0024,0.025,-0.3345,-0.069,-0.004,-78120,0.5269,difference_energy
"LivePhish, Vol. 1 12/14/95 (Broome County Arena, Binghamton, NY)",Bold as Love,Phish,11PGbp7WUACuotYT668LHF7rjj3a5RvJtFJO7Gf5JAW3,0.124,-58.556,0.0208,-0.004,-0.3274,0.012,-0.038,-106946,0.5262,difference_energy
LivePhish 11/14/95,Rocky Top,Phish,7bYPSaKkmNOKttOsVgqaG81bvE0XCKLEtoymdmDDxMgO,-0.001,6.991,-0.1798,0.037,0.0001,0.209,-0.097,-20480,0.5239,difference_valence
LivePhish 8/13/93,Mike's Song,Phish,2CUFj1kIMg9hVFSQwmNbXt44RrdLxbCjpEQI0iTw3NGr,-0.055,12.436,0.0243,-0.034,0.032,0.087,-0.29,-276866,0.5223,difference_valence
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Wilson,Phish,6nnNtd2jWP9GemBULz9Ufm1he9BUco1onupRxU0oBpYy,0.073,-0.983,0.001,0.014,0.0002,0.153,-0.2805,-16200,0.5217,difference_valence
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Ocelot,Phish,7HtvGmcLTcztEplKSxCLyo5v4n8xhRjCy1pZeJ3vMWOk,0.214,-5.79,0.0116,-0.129,0.0006,-0.162,0.0044,372213,0.5216000000000001,difference_energy
"LivePhish, Vol. 15 10/31/96 (The Omni, Atlanta, GA)",Frankenstein,Phish,4VWT4NBBYz1cVt84jyaBmm1NU4246nN1hwi8zZygl8UW,0.008,8.362,0.0521,0.12,-0.055,0.009,-0.277,33480,0.5211,difference_dance
"Live Phish: 6/27/10 Merriweather Post Pavilion, Columbia, MD",Wilson,Phish,6nnNtd2jWP9GemBULz9Ufm1M8MShiobgeIKexpGhlGpb,0.063,-6.153,-0.025,-0.02,0.0018,0.136,-0.2748,3973,0.5206,difference_valence
"LivePhish, Vol. 13 10/31/94 (Glens Falls Civic Center, Glens Falls, NY)",Rift,Phish,20meXI93BMqHzaTg4Tlmuw4GmRJG2UbomCFu3lcXiypb,0.012,17.693,0.0065,-0.085,0.0201,-0.05,0.344,-35506,0.5176,difference_acousticness
"LivePhish, Vol. 20 12/29/94 (Providence Civic Center, Providence, RI)",I Didn't Know,Phish,4HYir34xCw0u1t2upGzlJv1B1Qiua8fVujfSno2e6JWA,0.256,6.258,0.0637,-0.045,0.0003,0.038,-0.113,-111800,0.516,difference_energy
"LivePhish, Vol. 1 12/14/95 (Broome County Arena, Binghamton, NY)",Horn,Phish,2Lr6wBuuy7zjPLqPU0Ve6E2SHJfDk6DBZ4VMPnolLQue,0.36,-72.739,0.0057,0.014,-0.0048,0.079,-0.051,-8027,0.5145000000000001,difference_energy
"Live Phish: 7/3/10 Verizon Wireless At Encore Park, Alpharetta, GA",Character Zero,Phish,0u7bpomleML1Vln9bRZVST5ESNK72cFAjCu3PREj1oof,0.213,-0.695,0.0128,-0.12,0.0,0.061,-0.1077,185440,0.5145,difference_energy
"LivePhish, Vol. 7 8/14/93 (World Music Theatre, Tinley Park, IL)",Mound,Phish,22hC1CvSBlxIn2uHL0d0V44W42I43jjck3Go6cOu41Su,0.055,9.137,0.0059,0.017,0.2141,0.044,0.178,-17374,0.514,difference_instrumentalness
"LivePhish 2/28/03 (Nassau Coliseum, Uniondale, NY)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia64zqQ6v2d3wJVVk5cfnV8z,-0.132,-96.515,-0.0097,0.053,-0.056,-0.164,0.098,1469213,0.5127,difference_acousticness
"LivePhish 7/29/03 (Post-Gazette Pavilion At Star Lake, Burgettstown, PA)",When The Circus Comes,Phish,7fDgg2QcdbEaqoBBx2kXSq6Y55SVshxHY2Skgq00qefg,0.007,-8.542,0.0003,-0.013,0.0022,0.099,0.391,-15866,0.5125,difference_acousticness
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Horn,Phish,2Lr6wBuuy7zjPLqPU0Ve6E18gpb7VgabTPYn5B6OETx0,0.172,-8.266,0.0038,-0.082,0.1905,0.0,-0.062,52200,0.5103,difference_instrumentalness
"LivePhish 2/28/03 (Nassau Coliseum, Uniondale, NY)",Walls of the Cave,Phish,4woOgga4VlB4igYS9jhaTp0R9AXI8FJWFpnUzIQsVlJk,0.184,-0.901,0.0038,-0.082,-0.065,0.169,0.006,284307,0.5098,difference_energy
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB7aAJaxHhutEadaOZYt3HXS,0.111,11.111,-0.0182,0.084,0.112,-0.146,-0.0383,-403373,0.5095,difference_instrumentalness
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",Punch You In The Eye,Phish,6dO7oearT5W5sZylLjLkXC7r8DGBQogC1sT2M5ByCJen,-0.059,-1.244,-0.0383,0.025,0.07,0.022,0.294,-55173,0.5083,difference_acousticness
LivePhish 12/01/95,Weekapaug Groove,Phish,6XzG71XKyywBgBXT0KfvKO6TQ0ptfe50pEKjyfAfJFH2,-0.009,-4.421,0.0056,-0.063,-0.173,-0.138,-0.119,-96600,0.5076,difference_speechiness
LivePhish 04/03/98,Dogs Stole Things,Phish,4yuCAhypB7kymynE3RtSUT0chdceS10QU2vBMVfzEbtY,0.099,-7.151,-0.0019,-0.109,-0.1521,-0.079,-0.066,11974,0.507,difference_energy
"LivePhish 12/31/91 Worcester Memorial Auditorium, Worcester MA",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia4GWwzrkwPSGIlERDeqtdn8,-0.106,-96.613,-0.0093,0.146,0.177,-0.059,0.009,633187,0.5063,difference_instrumentalness
"LivePhish 7/15/03 (USANA Amphitheatre, West Valley City, UT)",Poor Heart,Phish,6gsE0Ta5w00Vd4vfCI6NkZ7bh2qdX2SI23t40hmyfXKT,0.213,8.545,0.0135,-0.053,0.0317,-0.044,0.151,20067,0.5062000000000001,difference_energy
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC4W3dP140t7ERd6JctIe5Fg,-0.231,9.015,-0.0114,-0.012,0.0888,-0.06,0.103,-70186,0.5062,difference_acousticness
"LivePhish, Vol. 15 10/31/96 (The Omni, Atlanta, GA)",Steep,Phish,3NhOSXraCEJkDAqlZQme6m490rTnnyh0VNYgVV16SDAK,0.017,0.556,-0.0184,0.032,0.3734,0.013,-0.05,18626,0.5038,difference_instrumentalness
"LivePhish 12/31/91 Worcester Memorial Auditorium, Worcester MA",Wilson,Phish,41TS2K2un0IA1wAjrFeCFV7GCEiIs6tEE5RP1cmxTN5a,-0.27,0.016,-0.0513,0.0,0.0075,-0.145,0.03,114312,0.5038,difference_acousticness
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Sample In A Jar,Phish,5Oh6H0pNvDgZqFYGmSBBPS2Lt2IDovsSGvLRsO1H0SHt,-0.102,81.815,-0.0739,-0.061,0.0032,0.191,0.0722,5644,0.5033,difference_valence
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Chalk Dust Torture,Phish,2dST8PfFNa78gtbLXWbKBS1zv919OAx7Ro8J7NTaA6cL,0.037,-0.883,-0.0032,0.09,0.008,0.148,-0.217,-25427,0.5032,difference_valence
LivePhish 05/08/93,Weekapaug Groove,Phish,6XzG71XKyywBgBXT0KfvKO3IKauJ0BPNhi71WbkXCtYz,-0.07,6.189,0.0105,-0.02,0.04,-0.015,-0.347,-396840,0.5025,difference_instrumentalness
Hampton Comes Alive,Funky Bitch,Phish,7aKLArV9JoulvIwmRJ000P5yRhBK4TfdKs1USnevfPtv,-0.009,-10.149,-0.0193,0.009,-0.022,0.241,0.2011,35787,0.5014,difference_valence
"Phish: 1/2/2016 Madison Square Garden, New York, NY",Suzy Greenberg,Phish,5XOpGwiJzVMSVLiOIvmO9R1xpRutuKPIYX0n8YgoIJPx,-0.024,-9.445,-0.0316,0.138,0.0926,0.172,-0.0429,-8800,0.5011,difference_valence
LivePhish 12/29/97,Run Like An Antelope,Phish,4izvset7LvP5RSGfK3VSuq4LsAP2XSoirnJDY6dMgTMg,-0.114,-16.633,-0.0088,0.06,0.051,0.259,-0.008,163227,0.5008,difference_valence
"LivePhish 12/31/91 Worcester Memorial Auditorium, Worcester MA",Wilson,Phish,6nnNtd2jWP9GemBULz9Ufm7GCEiIs6tEE5RP1cmxTN5a,-0.184,-6.866,-0.0723,-0.022,0.0074,-0.13,-0.085,124786,0.5007,difference_instrumentalness
Live in Brooklyn,Sample In A Jar,Phish,5Oh6H0pNvDgZqFYGmSBBPS3PG3PoH3Spp273eGk1YPqd,-0.131,-0.391,-0.0781,0.081,0.0001,0.162,-0.0484,-19196,0.5005999999999999,difference_valence
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Weekapaug Groove,Phish,3YsBY9aUAlqNKuze7RSQtG5oko0wDvEu6A2vL6ei18nb,0.18,26.037,0.0128,-0.238,0.016,-0.046,-0.007,474227,0.4998,difference_energy
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",2001,Phish,7vqbxrRtbISjHHRfTuabGY3Sx6CcHa4BL4JS6audsYf2,0.015,0.653,-0.0374,0.164,-0.107,0.027,-0.147,-103467,0.49740000000000006,difference_dance
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",Old Home Place,Phish,6g9lEcVFfBFKOmLeJijLF12BKDU7MRfjkuB1kIoUADEy,-0.064,-2.07,-0.0465,0.081,-0.0028,0.285,0.018,-49640,0.4973,difference_valence
"Live Phish: 6/27/10 Merriweather Post Pavilion, Columbia, MD",Sample in a Jar,Phish,6MCUdqOifrEomDtrgZlJ8O2XAokjvcfVsGlxvJqt9Lrm,0.191,91.591,-0.005,-0.117,0.0006,0.096,-0.0876,33186,0.49720000000000003,difference_energy
LivePhish 04/04/98,Harry Hood,Phish,2CQfeQPZE4ReXlUbl0SqZf4NHo5zzo0dCe9oH7dyep5U,0.095,0.365,0.001,0.071,-0.238,0.081,0.011,-84946,0.497,difference_energy
LivePhish 04/03/98,Old Home Place,Phish,6g9lEcVFfBFKOmLeJijLF14SUn3tFL2yuQBnjBaSwT7Z,-0.004,17.435,-0.0569,0.085,0.0231,0.318,-0.007,-10693,0.49400000000000005,difference_valence
"LivePhish 12/30/97 Madison Square Garden, New York, NY",Harpua,Phish,6TTi8Vr477mIqtLIw1wyp33Dwxq3XW1p6qDUXZRJ7xCv,0.096,-6.841,-0.0332,-0.101,0.0878,-0.142,0.034,-291080,0.494,difference_energy
"LivePhish, Vol. 8 7/10/99 (E Centre, Camden, NJ)",Wilson,Phish,7qQvr0v4cTfpngCLbLD5Eg4nqrKSTHFs3G68s4kglffT,0.22,-0.092,-0.0388,0.046,0.04,-0.123,0.025,111800,0.4928,difference_energy
Hampton Comes Alive,Wading In The Velvet Sea,Phish,0jvSq31RZYj2rXWvjOJV904q4ZaIe0DQag5YCTvdA0PB,-0.003,27.09,-0.0013,0.128,-0.0008,0.111,0.248,-106440,0.4921,difference_acousticness
"LivePhish 12/30/97 Madison Square Garden, New York, NY",Black-Eyed Katy,Phish,6tvIfQsFA1FkoqLELkkL9u3Ej8mzU1H80ncdKz58tw4w,-0.077,-8.154,0.0183,0.223,-0.008,-0.047,-0.118,-327587,0.49129999999999996,difference_dance
LivePhish 10/21/95,Wilson,Phish,5pe0P7lGV3Pp2c9BOlKksj3yJ4KqKWcAIQYv2SdmsVv1,-0.049,1.374,0.0251,-0.032,0.1901,-0.001,0.194,8640,0.49119999999999997,difference_acousticness
"Phish: 12/30/2015 Madison Square Garden, New York, NY",Free,Phish,6cAP4aefOH4dYOpdrldV2f3jk9bPJmjTpwlJaT1zFfQk,0.066,2.218,0.015,-0.008,0.26,0.071,0.0697,411973,0.4897,difference_instrumentalness
"Live Phish: 7/3/10 Verizon Wireless At Encore Park, Alpharetta, GA",Loving Cup,Phish,2KBwelELj648tNPvhIyEGp03RbvHYxotzqscy8LF3bgj,-0.01,-75.421,-0.0089,0.153,0.0002,-0.153,-0.1643,79947,0.48940000000000006,difference_dance
LivePhish 10/21/95,Harry Hood,Phish,2CQfeQPZE4ReXlUbl0SqZf2yqAQ9RGRLN4wWfSygM2Oh,0.135,10.937,0.0055,0.028,0.097,0.142,-0.081,-239613,0.4885,difference_valence
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Llama,Phish,6d7PjDfqOJzqDRmq46UFHh0EmPpF1Y6QtuvOS9G3MtES,0.023,-69.123,-0.0379,-0.139,0.008,-0.235,0.0446,60626,0.48750000000000004,difference_acousticness
"LivePhish, Vol. 4 6/14/00 (Drum Logos, Fukuoka, Japan)",2001,Phish,7vqbxrRtbISjHHRfTuabGY23T9Xfgo1b3FQXNBHRfe0d,-0.144,8.653,-0.0413,0.145,-0.045,0.033,0.079,562000,0.48729999999999996,difference_dance
LivePhish 05/08/93,Amazing Grace,Phish,5fMmODpsFk4r6qKluqoFL34OKwF5Rg6Jm2DxU9SvnNab,-0.1777,28.345,-0.0136,0.211,0.0,-0.058,0.027,-72706,0.48729999999999996,difference_dance
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",Twenty Years Later,Phish,49Yd7zXFjp10lSRXRZpyo139oUIdjn1MXrI5mXPZn0aw,0.192,6.469,0.005,-0.126,0.0001,-0.082,-0.0816,132826,0.4867,difference_energy
Live in Brooklyn,46 Days,Phish,7mEpDcfUnwVFzwamDGbGak2pjQsVltj5FGpLLnWwmsgi,-0.066,-67.172,-0.0379,-0.132,0.0621,-0.163,0.0254,669613,0.4864,difference_instrumentalness
"LivePhish, Vol. 1 12/14/95 (Broome County Arena, Binghamton, NY)",Slave to the Traffic Light,Phish,29uZ6iFpfj4ef1ufbjpyG46EXlCJMPnjOH9t9j8YVBiH,0.265,9.576,0.0227,-0.069,0.036,0.021,-0.072,-66466,0.4857,difference_energy
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Kill Devil Falls,Phish,3bJ2XSwkDyRJfNDpk3kuOE6uHvJDINd9j3apHod8HkML,0.07,11.931,0.0404,-0.247,0.0016,-0.098,-0.0271,182493,0.4841,difference_energy
LivePhish 04/03/98,Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB7CjuboegqQx6KPmaF1eXZm,0.038,-15.146,0.0057,0.132,-0.053,0.075,0.179,356266,0.4827,difference_acousticness
"Live Phish: 6/27/10 Merriweather Post Pavilion, Columbia, MD",Sample In A Jar,Phish,5Oh6H0pNvDgZqFYGmSBBPS2XAokjvcfVsGlxvJqt9Lrm,-0.036,87.859,-0.0779,-0.028,0.0008,0.255,-0.0838,-2170,0.48150000000000004,difference_valence
LivePhish 12/01/95,Wolfman's Brother,Phish,3v7ERaDelMeIFqkPTlJ5QL2UXyEITKqM93ZUIK3kEov2,0.102,3.189,-0.0002,-0.015,-0.0563,-0.013,0.295,-392414,0.4815,difference_acousticness
Live at Madison Square Garden New Year's Eve 1995,Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB2OK1lq21DyvUwRzA88uuoQ,-0.018,-2.742,0.003,0.061,-0.107,0.034,-0.258,431986,0.48100000000000004,difference_dance
LivePhish 07/06/98,Julius,Phish,1sWDu9CrvMIxCtL8FcqxE47LhLJqsqWKSccFZR3V94vI,0.041,-98.322,-0.0102,-0.026,0.0558,0.057,0.29,299067,0.48,difference_acousticness
"LivePhish, Vol. 9 8/26/89 (Townshend Famlly Park, Townshend, VT)",Colonel Forbin's Ascent,Phish,3oceQnS8AhpivJ0J5m4GSM5t3IHCOcXqBKJ6cTqbys49,0.174,10.109,0.0896,0.154,0.0002,-0.029,0.033,89893,0.4798,difference_energy
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",Tube,Phish,1yEmPxiNMhT4sarAUXtFEr6JxMR2n5JAvw6tqdqRP3lj,-0.026,1.91,-0.0675,0.012,0.0116,0.139,-0.2235,27586,0.4796,difference_valence
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Sleeping Monkey,Phish,6q5bwBUx1i2lehnKwkwFUW5qHK25NQpLlrMwfcZjx5w6,0.078,-70.451,-0.0017,0.055,-0.0014,0.055,-0.2882,-75760,0.4793,difference_energy
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Prince Caspian,Phish,255zg2kzJRA0JEOxYwMaUs0ZemFwwwt7bgZPjnJKPxjt,0.084,80.346,0.0026,-0.156,0.0631,0.1424,0.03,195973,0.4781000000000001,difference_valence
"LivePhish, Vol. 7 8/14/93 (World Music Theatre, Tinley Park, IL)",Cavern,Phish,2NFEdsZTsTWZiXwE3zJtOe6lVGmsEat33FrWJA2zQyl3,-0.027,14.453,0.0,-0.086,0.0004,0.072,0.2923,4174,0.4777,difference_acousticness
"LivePhish 12/31/91 Worcester Memorial Auditorium, Worcester MA",Wilson,Phish,5pe0P7lGV3Pp2c9BOlKksj7GCEiIs6tEE5RP1cmxTN5a,-0.218,-4.497,-0.0212,-0.081,-0.0619,-0.055,-0.04,98560,0.4771,difference_speechiness
"Phish: 12/30/2015 Madison Square Garden, New York, NY",What's The Use,Phish,2moh4W1kA1xECbcSo0Jxmu3Vl9UC3JrNZe6TVWal4Iwe,-0.058,36.189,-0.0022,0.046,0.3156,0.0317,-0.0236,18240,0.47709999999999997,difference_instrumentalness
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB2v3GrSJVlRO3IB9LZ4K6HD,0.105,-12.847,0.0015,0.036,0.013,-0.123,0.198,-132627,0.4765,difference_acousticness
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Harry Hood,Phish,2CQfeQPZE4ReXlUbl0SqZf3LXahPGZHY5ouqh2dMqW0a,0.105,-2.28,0.0024,-0.047,0.129,0.15,-0.043,-223520,0.47639999999999993,difference_valence
"LivePhish 12/30/97 Madison Square Garden, New York, NY",Harpua,Phish,6TTi8Vr477mIqtLIw1wyp30wAUu6xHJ0v1PqbYV3vi3r,0.124,21.16,0.2036,-0.013,-0.0054,-0.001,0.129,89854,0.47600000000000003,difference_speechiness
LivePhish 11/14/95,Free,Phish,6cAP4aefOH4dYOpdrldV2f3QwkCPm1WB2iSTGezt0Wl2,0.025,-1.937,0.0018,-0.003,0.005,-0.129,0.3119,304933,0.4757,difference_acousticness
Live at Madison Square Garden New Year's Eve 1995,Strange Design,Phish,5lLXzcItqDQ490e6gFlV8F6wF3pSlEaaDkCRWgpNMB0s,0.115,-66.965,0.0083,-0.162,-8.71e-06,-0.047,0.143,15640,0.47530870999999997,difference_acousticness
LivePhish 12/07/97,Guyute,Phish,02bBNYV33OSuqxO6JTpMHD2FPhS4Hp3okMaY0Qq6MWC6,-0.071,5.062,-0.0005,-0.037,-0.09,0.002,0.273,108827,0.4735,difference_acousticness
"Phish: 1/2/2016 Madison Square Garden, New York, NY",NICU,Phish,63qQe4yi1kL2npXuCoI7uT4u1wrePI3i8hUwWS1RJRko,-0.093,-2.631,0.0852,0.098,0.0175,0.156,-0.02,4801,0.4697,difference_valence
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB1jzVIBbfSeztx04EqjjFlE,-0.097,-6.339,0.0031,0.277,-0.055,-0.014,-0.023,-415667,0.4691,difference_dance
LivePhish 05/08/93,Big Ball Jam,Phish,6heWiOSs3zZnMl8TmPSE953OnYKODcp7hwD452a2PH4s,0.078,1.127,0.0598,-0.013,0.012,0.17,-0.136,28200,0.46880000000000005,difference_valence
LivePhish 05/08/93,Big Ball Jam,Phish,6GfUOKtoJRGVqDs7kCKRC53OnYKODcp7hwD452a2PH4s,0.078,1.127,0.0598,-0.013,0.012,0.17,-0.136,28200,0.46880000000000005,difference_valence
"Live Phish: 7/3/10 Verizon Wireless At Encore Park, Alpharetta, GA",Backwards Down the Number Line,Phish,6LsK3oQhsBzp4Rc5DPW6p35omYPJrZBJyw4y3oLHQaPL,0.012,10.273,0.0008,-0.22,0.0114,-0.185,-0.0386,185720,0.4678,difference_energy
LivePhish 11/14/95,Foam,Phish,59eoNUMMrRvJQJrdUVULJF7kIhPy5HQ7qOFtsZrAEMAM,0.2,18.08,0.0093,0.088,-0.0343,-0.113,-0.021,223547,0.4656,difference_energy
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",Cavern,Phish,2NFEdsZTsTWZiXwE3zJtOe57Yl1uqAVPIU9SRN6mjQOZ,-0.02,15.132,-0.0067,-0.117,0.0002,-0.07,0.2493,-2400,0.4632,difference_acousticness
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Run Like An Antelope,Phish,4izvset7LvP5RSGfK3VSuq1wzuQF89xkH2PkfW0J9w72,-0.175,-8.751,-0.0245,0.019,-0.138,0.051,-0.054,207013,0.4615,difference_valence
"LivePhish, Vol. 9 8/26/89 (Townshend Famlly Park, Townshend, VT)",The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC6CG7faOjH1m8ibGgSUvclt,-0.378,8.78,-0.0172,0.029,-0.0061,-0.007,-0.023,-94293,0.46030000000000004,difference_dance
"LivePhish 7/15/03 (USANA Amphitheatre, West Valley City, UT)",I Am Hydrogen,Phish,4CnD3Fdnff4nZPpLbzslN12piWCah5p2xdyMXv7JPhbe,0.09,7.919,0.0049,0.101,-0.056,-0.086,-0.122,-87440,0.4599,difference_dance
"LivePhish, Vol. 13 10/31/94 (Glens Falls Civic Center, Glens Falls, NY)",Sleeping Monkey,Phish,6q5bwBUx1i2lehnKwkwFUW1fSThZBAYsjArcpkiImwJs,-0.071,-67.176,-0.0034,0.041,-0.0002,-0.048,0.295,-25534,0.45859999999999995,difference_acousticness
A Live One,Wilson,Phish,5pe0P7lGV3Pp2c9BOlKksj31xsMCE06e7oJkrdm3lkZh,0.031,-2.261,0.1051,-0.17,0.0631,-0.0702,-0.019,-3853,0.45840000000000003,difference_speechiness
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",Contact,Phish,5h5Q0jl2I0BIVse00uIyBD1bjEJBah5ld7Z0440jdSrp,0.106,0.893,-0.008,-0.087,0.0261,-0.094,0.137,-24267,0.45809999999999995,difference_acousticness
Hampton Comes Alive,Wilson,Phish,41TS2K2un0IA1wAjrFeCFV2xIdAOnnRZFMm29vjhD8ke,-0.052,-0.116,-0.019,0.073,0.0241,0.087,0.201,128072,0.4561,difference_acousticness
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",Wilson,Phish,5pe0P7lGV3Pp2c9BOlKksj6oMqT3kkySxhfI2CTBSrQp,0.003,-1.1,0.0201,-0.012,-0.0651,0.122,-0.2333,-29520,0.4555,difference_valence
"LivePhish, Vol. 7 8/14/93 (World Music Theatre, Tinley Park, IL)",2001,Phish,7vqbxrRtbISjHHRfTuabGY6GtO52K5I6mp44WsoHxdyN,-0.079,-0.499,-0.0328,0.055,0.028,-0.041,-0.217,-30667,0.45280000000000004,difference_dance
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Sleeping Monkey,Phish,6q5bwBUx1i2lehnKwkwFUW3gP6tuibnUFTmLk4sJFU01,-0.096,-7.507,-0.0023,0.006,-0.0016,-0.11,0.235,-4067,0.45089999999999997,difference_acousticness
"LivePhish, Vol. 13 10/31/94 (Glens Falls Civic Center, Glens Falls, NY)",Julius,Phish,1sWDu9CrvMIxCtL8FcqxE46yP3aD0xAHZnJ3U02iHA8r,0.002,-87.866,-0.0386,-0.037,0.0505,0.071,0.25,188960,0.4491,difference_acousticness
