album_name_live,track_name_studio,artist_name_studio,track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness
LivePhish 05/08/93,The Horse,Phish,01neMq1BGUBlYXviqBGK765o1uXJU7R8IHUXFRTjgiwP,0.0355,84.374,-0.0204,-0.203,0.8602,0.0401,0.08
"LivePhish, Vol. 13 10/31/94 (Glens Falls Civic Center, Glens Falls, NY)",The Horse,Phish,01neMq1BGUBlYXviqBGK764wGHoheUqBjLVhl46cISUt,0.1085,-1.078,0.0024,-0.109,0.0732,0.1637,0.139
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",The Horse,Phish,01neMq1BGUBlYXviqBGK761A4NumREAqwFsbvby1kYMY,0.1425,-3.964,-0.0061,-0.239,0.6622,0.0677,0.11
"LivePhish, Vol. 20 12/29/94 (Providence Civic Center, Providence, RI)",The Horse,Phish,01neMq1BGUBlYXviqBGK760WBUlNigEw2HiOnTYgILLx,0.0905,1.002,-0.0159,-0.246,0.5392,0.0337,0.15
"LivePhish, Vol. 5 7/8/00 (Alpine Valley Music Theater, East Troy, WI)",The Horse,Phish,01neMq1BGUBlYXviqBGK764XVrpNXI7M1W0ecAcHHBfD,0.2655,16.866,-0.004,-0.119,-0.0017,0.2737,0.072
"LivePhish, Vol. 7 8/14/93 (World Music Theatre, Tinley Park, IL)",The Horse,Phish,01neMq1BGUBlYXviqBGK760PHs9sbpVjynkbeiqd10hQ,0.0625,7.616,-0.0144,-0.155,0.6852,0.1137,-0.113
"LivePhish 12/31/91 Worcester Memorial Auditorium, Worcester MA",The Landlady,Phish,3Xw7bMCZjXixqM0oIfxkYn2IbgBceDFPyRSBBJd2NN7V,0.058,3.862,0.0072,0.044,-0.398,-0.086,0.3994
"LivePhish, Vol. 19 7/12/91 (Colonial Theatre, Keene, NH)",The Landlady,Phish,3Xw7bMCZjXixqM0oIfxkYn0M4bv1060evsUTZ3iJFpg6,0.101,89.166,0.0212,0.006,-0.11,-0.023,0.3434
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC2Q6y2A8XwcDYfQKRbESxm4,-0.116,54.864,-0.0016,-0.094,-0.0103,-0.058,-0.4637
Live at Madison Square Garden New Year's Eve 1995,The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC4xIvN51DW8Q43GqqFLOFla,-0.169,8.553,-0.0085,0.003,0.0502,0.025,0.038
LivePhish 04/04/98,The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC21Zyr2fcEoYQ9ZunADIkoN,-0.181,-5.511,-0.018,-0.017,0.2658,-0.043,0.346
LivePhish 10/21/95,The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC1tiD7p4d2OVzM2xLcYRUhT,-0.274,-60.663,0.0195,-0.115,0.3868,-0.004,0.273
"LivePhish 12/31/91 Worcester Memorial Auditorium, Worcester MA",The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC6fIs1ajvzCz5cPQVXO4Cgd,-0.261,8.665,-0.0117,-0.053,0.0788,-0.208,0.056
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC51UGxJ9cdRY84spUg9aiEM,-0.195,1.051,-0.0114,0.065,-0.0131,0.018,0.137
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC4W3dP140t7ERd6JctIe5Fg,-0.231,9.015,-0.0114,-0.012,0.0888,-0.06,0.103
"LivePhish, Vol. 20 12/29/94 (Providence Civic Center, Providence, RI)",The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC7cQUO895imFuskKvukZcdu,-0.207,2.648,-0.0058,-0.016,0.1858,-0.161,0.167
"LivePhish, Vol. 9 8/26/89 (Townshend Famlly Park, Townshend, VT)",The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC6CG7faOjH1m8ibGgSUvclt,-0.378,8.78,-0.0172,0.029,-0.0061,-0.007,-0.023
"Phish: 1/2/2016 Madison Square Garden, New York, NY",The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC7IIpZqJVvIUxCERGh2P6hX,-0.139,-1.185,-0.0118,-0.002,0.0507,0.033,-0.316
Hampton Comes Alive,The Mango Song,Phish,4rIaD0ydGS5VQgmr9RNkbK0USjRe6p5MIDCbEvJsaIYF,0.101,-0.241,0.0031,-0.136,0.0068,-0.067,0.585
"Live Phish: 10/26/10 Verizon Wireless Arena, Manchester, NH",The Mango Song,Phish,4rIaD0ydGS5VQgmr9RNkbK5ngikfNeoNibXCTTAUDmCN,0.158,-1.832,0.0119,-0.11,0.0032,-0.173,-0.1086
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",The Mango Song,Phish,4rIaD0ydGS5VQgmr9RNkbK45S0zZ29Kg9K5GFBQk9BcT,0.163,-0.737,0.0114,-0.094,-0.0049,-0.189,-0.0852
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",The Moma Dance,Phish,05IP4UIAXaf2UNWLMwdBQm35AO6stkR2JeVmH9QmCXzh,0.054,3.585,0.0019,-0.107,-0.3748,-0.409,-0.151
Live in Brooklyn,The Oh Kee Pa Ceremony,Phish,4fzcVlBbtcUklZd35CmcBB174K2TV5eQ2pxtr83emEVL,-0.259,-0.681,-0.0107,0.181,-0.14,0.089,0.003
LivePhish 04/05/98,The Oh Kee Pa Ceremony,Phish,4fzcVlBbtcUklZd35CmcBB0sOXksb19OzuYdQbdlTJzV,0.011,-6.07,-0.0012,0.097,-0.2193,0.057,0.299
"LivePhish, Vol. 19 7/12/91 (Colonial Theatre, Keene, NH)",The Oh Kee Pa Ceremony,Phish,4fzcVlBbtcUklZd35CmcBB3r2tD9QDF7meiJjBg1UYOg,-0.136,1.742,-0.0028,0.07,0.586,0.031,0.141
"LivePhish, Vol. 3 9/14/00 (Darien Lake Peforming Arts Center, Darien Center, NY)",The Oh Kee Pah Ceremony,Phish,3Xsfz1aVUf45tvHQ4bFAdb44DJ4afR0RNlWRCZbPza50,0.042,-1.571,-0.0017,0.065,-0.183,-0.062,0.05
"Live Phish: 10/26/10 Verizon Wireless Arena, Manchester, NH",The Sloth,Phish,1qE4qlWCnAQngolQFRujV310tRXskgcPmLrdPFBanOEg,0.031,-0.112,-0.0049,0.074,-0.0219,-0.155,-0.0985
Live at Madison Square Garden New Year's Eve 1995,The Sloth,Phish,1qE4qlWCnAQngolQFRujV33JfF0gYnU3YmyhkGA8rP5A,-0.083,1.909,-0.0162,0.108,-0.0384,0.007,0.076
LivePhish 04/02/98,The Sloth,Phish,1qE4qlWCnAQngolQFRujV339DpFYUh24UuxirGSUaPv5,-0.108,-1.139,-0.0228,0.05,0.1259,0.074,0.713
A Live One,The Squirming Coil,Phish,3wGNOxXUzeqC00i6E8GwwL3p9rd5VZ8gXafPIoWC3UJZ,0.078,-92.926,-0.0049,-0.12,0.7041,-0.179,0.131
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",The Squirming Coil,Phish,3wGNOxXUzeqC00i6E8GwwL7CysZEyoESy2p5Avt6QFxS,0.25,-76.562,-0.0158,0.043,0.0631,-0.2509,-0.605
Live at Madison Square Garden New Year's Eve 1995,The Squirming Coil,Phish,3wGNOxXUzeqC00i6E8GwwL5GZGiU11fW8NkQ7vGQaDw3,0.056,-73.871,-0.0154,0.033,0.4051,-0.02,0.038
LivePhish 05/08/93,The Squirming Coil,Phish,3wGNOxXUzeqC00i6E8GwwL5M9UEc2qrVtukQkOHxleVE,0.057,-73.161,-0.0179,-0.002,0.7561,0.007,0.071
"LivePhish 12/31/91 Worcester Memorial Auditorium, Worcester MA",The Squirming Coil,Phish,3wGNOxXUzeqC00i6E8GwwL1fkhcz2p09Q39sZn9BxxAr,0.062,-81.346,-0.0183,0.013,0.0631,-0.2516,0.016
"LivePhish, Vol. 13 10/31/94 (Glens Falls Civic Center, Glens Falls, NY)",The Squirming Coil,Phish,3wGNOxXUzeqC00i6E8GwwL6BP4iS3AQya3FOAanCdh53,-0.08,-83.609,-0.0146,-0.03,0.2691,-0.109,0.098
"LivePhish, Vol. 19 7/12/91 (Colonial Theatre, Keene, NH)",The Squirming Coil,Phish,3wGNOxXUzeqC00i6E8GwwL2HuenfWKvQccKOiP7U9e1C,0.167,-77.325,-0.0192,0.064,-0.0636,-0.213,-0.254
"LivePhish, Vol. 4 6/14/00 (Drum Logos, Fukuoka, Japan)",The Squirming Coil,Phish,3wGNOxXUzeqC00i6E8GwwL2EokzmOqkqzd4ByOdBZrJK,0.014,-85.77,-0.0142,-0.011,0.5031,-0.114,0.083
"LivePhish, Vol. 7 8/14/93 (World Music Theatre, Tinley Park, IL)",The Squirming Coil,Phish,3wGNOxXUzeqC00i6E8GwwL6OWarAsC81UaKYVq5H6BtO,-0.01,-77.523,-0.0183,-0.015,0.6291,-0.023,-0.029
Hampton Comes Alive,The Wedge,Phish,1CFB5j66qQ8Dj3QoE8rbh25y18iclIr2yPLS4ZXbcWMg,0.083,-1.822,-0.0307,-0.11,0.0408,0.26,0.408
"Live Phish: 10/26/10 Verizon Wireless Arena, Manchester, NH",The Wedge,Phish,1CFB5j66qQ8Dj3QoE8rbh22GH92HgFBTpwaGL3K7DgrQ,0.17,-0.765,-0.0217,-0.271,0.0155,0.042,-0.277
LivePhish 11/14/95,The Wedge,Phish,1CFB5j66qQ8Dj3QoE8rbh22PaeCePLtaZv47zBeKgGfq,0.154,2.231,-0.0386,-0.175,0.0032,0.067,0.113
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",Theme From The Bottom,Phish,615UeSn90rFordXtFzoyAU30lWSKikpmH0wbUaAtT3l0,-0.126,7.751,0.0034,0.059,-0.226,-0.194,-0.1947
LivePhish 04/05/98,Theme From The Bottom,Phish,615UeSn90rFordXtFzoyAU5MdC83Kfhxk9eqzOtx44Kn,-0.073,6.015,0.0073,-0.006,0.33,0.074,0.527
LivePhish 12/01/95,Theme From The Bottom,Phish,615UeSn90rFordXtFzoyAU4ROAWdQFFBwLL3xXg6Ko0c,-0.039,4.981,0.0065,-0.002,-0.084,-0.03,0.403
LivePhish 12/07/97,Theme From The Bottom,Phish,615UeSn90rFordXtFzoyAU6DK8PFLP6U30jaMZCb2Uvn,-0.255,2.608,-0.0002,0.088,0.508,-0.068,0.575
LivePhish 12/29/97,Theme From The Bottom,Phish,615UeSn90rFordXtFzoyAU3bML5Rs4PNiE7CZ4G1LeiO,-0.198,1.879,0.005,0.012,0.464,-0.062,0.669
"LivePhish 7/15/03 (USANA Amphitheatre, West Valley City, UT)",Theme From The Bottom,Phish,615UeSn90rFordXtFzoyAU25UW9GPImRbbDQJdYqykq3,-0.193,1.082,0.0036,0.046,0.026,-0.099,0.364
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",Theme From the Bottom,Phish,7fO6JthEr9Di5Epn86hUhM30lWSKikpmH0wbUaAtT3l0,0.138,10.16,0.0,-0.033,-0.547,-0.093,-0.2067
LivePhish 04/05/98,Theme From the Bottom,Phish,7fO6JthEr9Di5Epn86hUhM5MdC83Kfhxk9eqzOtx44Kn,0.191,8.424,0.0039,-0.098,0.009,0.175,0.515
LivePhish 12/01/95,Theme From the Bottom,Phish,7fO6JthEr9Di5Epn86hUhM4ROAWdQFFBwLL3xXg6Ko0c,0.225,7.39,0.0031,-0.094,-0.405,0.071,0.391
LivePhish 12/07/97,Theme From the Bottom,Phish,7fO6JthEr9Di5Epn86hUhM6DK8PFLP6U30jaMZCb2Uvn,0.009,5.017,-0.0036,-0.004,0.187,0.033,0.563
LivePhish 12/29/97,Theme From the Bottom,Phish,7fO6JthEr9Di5Epn86hUhM3bML5Rs4PNiE7CZ4G1LeiO,0.066,4.288,0.0016,-0.08,0.143,0.039,0.657
"LivePhish 7/15/03 (USANA Amphitheatre, West Valley City, UT)",Theme From the Bottom,Phish,7fO6JthEr9Di5Epn86hUhM25UW9GPImRbbDQJdYqykq3,0.071,3.491,0.0002,-0.046,-0.295,0.002,0.352
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",Theme from the Bottom,Phish,0LrvBF0waMBnZOMJCURoZl30lWSKikpmH0wbUaAtT3l0,0.13,6.854,0.0017,0.026,-0.718,-0.032,-0.8737
LivePhish 04/05/98,Theme from the Bottom,Phish,0LrvBF0waMBnZOMJCURoZl5MdC83Kfhxk9eqzOtx44Kn,0.183,5.118,0.0056,-0.039,-0.162,0.236,-0.152
LivePhish 12/01/95,Theme from the Bottom,Phish,0LrvBF0waMBnZOMJCURoZl4ROAWdQFFBwLL3xXg6Ko0c,0.217,4.084,0.0048,-0.035,-0.576,0.132,-0.276
LivePhish 12/07/97,Theme from the Bottom,Phish,0LrvBF0waMBnZOMJCURoZl6DK8PFLP6U30jaMZCb2Uvn,0.001,1.711,-0.0019,0.055,0.016,0.094,-0.104
LivePhish 12/29/97,Theme from the Bottom,Phish,0LrvBF0waMBnZOMJCURoZl3bML5Rs4PNiE7CZ4G1LeiO,0.058,0.982,0.0033,-0.021,-0.028,0.1,-0.01
"LivePhish 7/15/03 (USANA Amphitheatre, West Valley City, UT)",Theme from the Bottom,Phish,0LrvBF0waMBnZOMJCURoZl25UW9GPImRbbDQJdYqykq3,0.063,0.185,0.0019,0.013,-0.466,0.063,-0.315
"LivePhish 7/29/03 (Post-Gazette Pavilion At Star Lake, Burgettstown, PA)",Thunderhead,Phish,2L6y6jqfYdYkeOjUtS76q117dOy4lGMLNsvLx362dhrf,0.025,-77.612,-0.0154,0.082,-0.0095,0.016,0.078
LivePhish 12/07/97,Timber,Phish,7wmL8PnzLRlnxtGh79NGbt0eiziHBpvpBoWCLBHC3rbO,-0.335,-2.829,-0.0134,0.018,0.224,-0.151,0.395
"LivePhish 7/29/03 (Post-Gazette Pavilion At Star Lake, Burgettstown, PA)",Timber,Phish,7wmL8PnzLRlnxtGh79NGbt1MZzQKpSy7bof9zSpuYncM,0.013,75.214,0.0324,-0.045,-0.1994,-0.17,0.187
"LivePhish, Vol. 1 12/14/95 (Broome County Arena, Binghamton, NY)",Timber,Phish,7wmL8PnzLRlnxtGh79NGbt7G19ZbGnMM0zgJgEnvMEp7,0.021,-0.394,-0.0104,0.086,0.5,-0.169,0.202
Hampton Comes Alive,Train Song,Phish,2igMGsVrFIxb53YnAJEPYn6yx9Ssfx40EG0CsDEJrLeQ,0.044,83.311,0.0148,-0.313,0.01,-0.454,-0.031
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Train Song,Phish,2igMGsVrFIxb53YnAJEPYn79KMhr8vyQEF964t64ftSj,0.267,0.742,-0.0083,-0.193,-0.0008,-0.224,-0.736
LivePhish 04/03/98,Train Song,Phish,2igMGsVrFIxb53YnAJEPYn4p8TkH7vWYbvyvOYjcQQjw,0.013,79.299,-0.0033,-0.22,0.0007,-0.323,0.019
LivePhish 07/06/98,Train Song,Phish,2igMGsVrFIxb53YnAJEPYn7tVXNbnWhaAyc6gnz7HGMD,-0.045,-4.341,-0.0037,-0.101,0.0017,-0.232,-0.018
LivePhish 12/29/97,Train Song,Phish,2igMGsVrFIxb53YnAJEPYn6E0pdRtBKsZZMyKfM8xYZQ,-0.067,83.26,-0.0024,-0.195,0.1632,-0.258,0.003
"LivePhish, Vol. 11 11/17/97 (McNichols Sports Arena, Denver, CO)",Train Song,Phish,2igMGsVrFIxb53YnAJEPYn3sQ1M91PcHBTzSzv0Je9Qp,0.077,-2.98,-0.0029,-0.178,0.0032,-0.492,0.002
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",Train Song,Phish,2igMGsVrFIxb53YnAJEPYn3nM5OEaDiuq1dIrm8KLE9p,-0.031,-0.701,0.0038,-0.211,-0.0008,-0.28,-0.122
"Phish: 1/2/2016 Madison Square Garden, New York, NY",Train Song,Phish,2igMGsVrFIxb53YnAJEPYn1UfZXEAV78rpbCsauF7WuE,0.074,-3.053,-0.0009,-0.106,-0.0008,-0.393,-0.33
Hampton Comes Alive,Tube,Phish,1yEmPxiNMhT4sarAUXtFEr0b7Pfq7AAe2dxEbHyJe2NA,-0.045,3.605,-0.0802,-0.108,0.0421,0.365,0.373
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Tube,Phish,1yEmPxiNMhT4sarAUXtFEr2f6XkonWVOxS5XW3IKEVOW,-0.007,-0.112,-0.0521,-0.091,0.0723,0.284,-0.2108
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",Tube,Phish,1yEmPxiNMhT4sarAUXtFEr6JxMR2n5JAvw6tqdqRP3lj,-0.026,1.91,-0.0675,0.012,0.0116,0.139,-0.2235
LivePhish 04/02/98,Tube,Phish,1yEmPxiNMhT4sarAUXtFEr76xe6Z15vJzaSEYCScmMup,0.0,-4.412,-0.0524,0.022,0.7147,0.355,0.253
LivePhish 12/07/97,Tube,Phish,1yEmPxiNMhT4sarAUXtFEr5HnIdC5hPmGqT6BmmZ18Qz,-0.076,-1.061,-0.0563,0.079,0.4477,0.395,0.305
LivePhish 12/29/97,Tube,Phish,1yEmPxiNMhT4sarAUXtFEr7tPpw7yF1KppkXO0KpCag8,-0.078,-10.817,-0.0866,0.078,0.8147,0.449,0.466
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",Tube,Phish,1yEmPxiNMhT4sarAUXtFEr6eCmeTBw7xccAo98SD2xVl,-0.037,1.388,-0.0778,-0.101,0.0112,0.419,0.084
A Live One,Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB3vGZ0ypxjYUVHEWbF7n1Yg,-0.006,13.574,-0.0074,-0.018,0.792,-0.154,0.632
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB01C99WmRj8HKFvCwJlaGyD,0.143,8.19,0.0021,0.149,-0.0511,-0.275,-0.0214
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB7aAJaxHhutEadaOZYt3HXS,0.111,11.111,-0.0182,0.084,0.112,-0.146,-0.0383
"Live Phish: 7/3/10 Verizon Wireless At Encore Park, Alpharetta, GA",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB7ESxHPYWjw9aKdGXv6t0t8,0.123,6.657,-0.0003,0.124,0.037,-0.312,-0.0357
LivePhish 04/04/98,Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB4pGtPuX8S6XuD4VMb6HTDl,0.027,9.736,-0.0177,0.018,0.499,0.05,0.689
LivePhish 05/08/93,Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB0fS8aKXnpczhGg6eK3lnXv,-0.049,11.733,-0.0155,0.029,0.66,-0.017,0.555
"LivePhish 12/31/91 Worcester Memorial Auditorium, Worcester MA",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB4GWwzrkwPSGIlERDeqtdn8,0.022,10.635,-0.0156,0.068,0.778,-0.171,0.291
"LivePhish 2/28/03 (Nassau Coliseum, Uniondale, NY)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB64zqQ6v2d3wJVVk5cfnV8z,-0.004,10.733,-0.016,-0.025,0.545,-0.276,0.38
"LivePhish, Vol. 1 12/14/95 (Broome County Arena, Binghamton, NY)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB3sVO0qPbzFpR7IXNIYdiEm,0.084,22.287,-0.0177,0.016,0.857,-0.107,0.421
"LivePhish, Vol. 1 12/14/95 (Broome County Arena, Binghamton, NY)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB5ODn8z5Dh2Jk9iGWM270VP,0.153,12.262,-0.0174,0.03,0.76,-0.102,0.37
"LivePhish, Vol. 11 11/17/97 (McNichols Sports Arena, Denver, CO)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB3rXlhcl6xzUXWBftCLCFjq,0.078,8.523,-0.0085,0.043,0.434,-0.014,0.661
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB55aOxhRCdIsvD4nRgANLcf,-0.144,6.577,-0.0217,0.123,0.271,-0.132,0.616
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB1exn39kJrVSAK2qoze7Bsu,-0.022,91.955,-0.017,0.136,0.234,0.088,0.528
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB2x5HeTtL4iXK5i1GN6Ss2W,-0.018,7.467,-0.0243,0.098,0.745,0.099,0.723
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB0jxjc3I7KIUsJif4IderlD,-0.085,27.997,-0.0147,0.231,0.836,-0.332,0.844
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB4gN0sI7YsU4A1dpob6udcY,-0.009,5.931,-0.0175,0.055,0.586,-0.103,0.409
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB6NVB77rRsbB4WJrQtnmO7h,-0.309,29.684,-0.0105,0.053,0.735,-0.298,0.669
"LivePhish, Vol. 19 7/12/91 (Colonial Theatre, Keene, NH)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB1anPKD73En2cPQRvPSrZP0,0.086,11.334,0.0094,0.171,0.377,-0.093,0.271
"LivePhish, Vol. 5 7/8/00 (Alpine Valley Music Theater, East Troy, WI)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB7gySEDGuFWXhxnJI4bWM3g,0.08,86.161,-0.0192,0.078,0.582,0.139,0.47
"LivePhish, Vol. 8 7/10/99 (E Centre, Camden, NJ)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB40ixw1Ngq35CtsXIVLoFXY,-0.223,0.656,-0.0211,0.122,0.482,-0.392,0.615
"Phish: 1/2/2016 Madison Square Garden, New York, NY",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB2w8gYoxJeWUax1PT67z159,0.089,22.288,-0.012,-0.025,0.676,-0.067,-0.0303
A Live One,Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia3vGZ0ypxjYUVHEWbF7n1Yg,-0.134,-93.674,-0.0011,0.06,0.191,-0.042,0.35
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia01C99WmRj8HKFvCwJlaGyD,0.015,-99.058,0.0084,0.227,-0.6521,-0.163,-0.3034
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia7aAJaxHhutEadaOZYt3HXS,-0.017,-96.137,-0.0119,0.162,-0.489,-0.034,-0.3203
"Live Phish: 7/3/10 Verizon Wireless At Encore Park, Alpharetta, GA",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia7ESxHPYWjw9aKdGXv6t0t8,-0.005,-100.591,0.006,0.202,-0.564,-0.2,-0.3177
LivePhish 04/04/98,Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia4pGtPuX8S6XuD4VMb6HTDl,-0.101,-97.512,-0.0114,0.096,-0.102,0.162,0.407
LivePhish 05/08/93,Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia0fS8aKXnpczhGg6eK3lnXv,-0.177,-95.515,-0.0092,0.107,0.059,0.095,0.273
"LivePhish 12/31/91 Worcester Memorial Auditorium, Worcester MA",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia4GWwzrkwPSGIlERDeqtdn8,-0.106,-96.613,-0.0093,0.146,0.177,-0.059,0.009
"LivePhish 2/28/03 (Nassau Coliseum, Uniondale, NY)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia64zqQ6v2d3wJVVk5cfnV8z,-0.132,-96.515,-0.0097,0.053,-0.056,-0.164,0.098
"LivePhish, Vol. 1 12/14/95 (Broome County Arena, Binghamton, NY)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia3sVO0qPbzFpR7IXNIYdiEm,-0.044,-84.961,-0.0114,0.094,0.256,0.005,0.139
"LivePhish, Vol. 1 12/14/95 (Broome County Arena, Binghamton, NY)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia5ODn8z5Dh2Jk9iGWM270VP,0.025,-94.986,-0.0111,0.108,0.159,0.01,0.088
"LivePhish, Vol. 11 11/17/97 (McNichols Sports Arena, Denver, CO)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia3rXlhcl6xzUXWBftCLCFjq,-0.05,-98.725,-0.0022,0.121,-0.167,0.098,0.379
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia55aOxhRCdIsvD4nRgANLcf,-0.272,-100.671,-0.0154,0.201,-0.33,-0.02,0.334
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia1exn39kJrVSAK2qoze7Bsu,-0.15,-15.293,-0.0107,0.214,-0.367,0.2,0.246
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia2x5HeTtL4iXK5i1GN6Ss2W,-0.146,-99.781,-0.018,0.176,0.144,0.211,0.441
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia0jxjc3I7KIUsJif4IderlD,-0.213,-79.251,-0.0084,0.309,0.235,-0.22,0.562
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia4gN0sI7YsU4A1dpob6udcY,-0.137,-101.317,-0.0112,0.133,-0.015,0.009,0.127
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia6NVB77rRsbB4WJrQtnmO7h,-0.437,-77.564,-0.0042,0.131,0.134,-0.186,0.387
"LivePhish, Vol. 19 7/12/91 (Colonial Theatre, Keene, NH)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia1anPKD73En2cPQRvPSrZP0,-0.042,-95.914,0.0157,0.249,-0.224,0.019,-0.011
"LivePhish, Vol. 5 7/8/00 (Alpine Valley Music Theater, East Troy, WI)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia7gySEDGuFWXhxnJI4bWM3g,-0.048,-21.087,-0.0129,0.156,-0.019,0.251,0.188
"LivePhish, Vol. 8 7/10/99 (E Centre, Camden, NJ)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia40ixw1Ngq35CtsXIVLoFXY,-0.351,-106.592,-0.0148,0.2,-0.119,-0.28,0.333
"Phish: 1/2/2016 Madison Square Garden, New York, NY",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia2w8gYoxJeWUax1PT67z159,-0.039,-84.96,-0.0057,0.053,0.075,0.045,-0.3123
